Setpoint_X,Setpoint_Y,INE,ISW,ISE,INW,ONE,ONW,OSE,OSW,CIR
798,3357,6395,5967,6699,6605,779,746,717,720,0
900,3357,6401,5975,6693,6594,779,746,717,720,0
900,3254,6408,6017,6620,6623,779,745,717,720,0
900,3152,6439,6069,6587,6563,779,746,717,721,0
798,3152,6400,6079,6556,6561,779,746,717,720,0
798,3049,6441,6064,6562,6547,778,745,717,720,0
900,3049,6468,6040,6564,6590,778,746,717,720,0
900,2947,6435,6045,6553,6570,778,745,717,720,0
900,2845,6426,6040,6568,6560,778,746,717,720,0
798,2845,6406,6083,6539,6590,779,746,717,720,0
798,2947,6474,6045,6613,6509,779,745,717,720,0
695,2947,6437,6043,6593,6602,779,745,717,720,0
593,2947,6434,6011,6654,6611,779,745,717,720,0
593,2845,6398,6005,6670,6615,779,745,717,720,0
695,2845,6414,5966,6697,6633,779,745,717,720,0
695,2742,6385,5971,6690,6643,779,746,717,720,0
593,2742,6418,5963,6718,6619,779,746,717,720,0
593,2640,6440,5909,6747,6610,779,746,717,720,0
695,2640,6391,5968,6658,6697,780,746,717,720,0
798,2640,6408,6009,6623,6664,779,745,717,720,0
798,2742,6440,6007,6623,6609,779,745,717,720,0
900,2742,6476,6034,6621,6556,779,745,717,720,0
900,2640,6469,6082,6583,6501,779,746,717,721,0
1002,2640,6460,6040,6540,6634,778,746,717,720,0
1002,2742,6510,6033,6541,6611,778,746,717,720,0
1105,2742,6506,6069,6517,6579,778,746,717,720,0
1105,2640,6487,6086,6471,6578,777,745,717,720,0
1207,2640,6507,6104,6448,6581,777,745,717,720,0
1309,2640,6546,6080,6483,6543,777,746,717,720,0
1309,2742,6477,6161,6386,6574,778,745,717,720,0
1207,2742,6499,6207,6374,6528,778,745,717,720,0
1207,2845,6512,6209,6370,6472,778,746,717,720,0
1309,2845,6511,6199,6358,6529,778,746,717,720,0
1309,2947,6466,6242,6303,6523,779,746,717,720,0
1207,2947,6427,6255,6300,6524,779,745,717,720,0
1105,2947,6460,6177,6392,6530,778,746,717,720,0
1105,2845,6446,6163,6431,6500,778,745,717,720,0
1002,2845,6465,6114,6494,6453,777,745,717,720,0
1002,2947,6421,6150,6489,6512,777,746,717,720,0
1002,3049,6379,6171,6479,6558,777,746,717,720,0
1105,3049,6390,6147,6500,6551,777,746,717,720,0
1105,3152,6401,6158,6493,6541,777,746,717,720,0
1002,3152,6417,6154,6475,6548,778,746,717,720,0
1002,3254,6453,6124,6522,6431,778,745,717,720,0
1002,3357,6429,6161,6472,6445,778,746,717,720,0
1105,3357,6462,6124,6470,6497,778,746,717,720,0
1105,3254,6470,6136,6457,6473,778,745,717,720,0
1207,3254,6438,6172,6448,6477,778,745,717,720,0
1207,3357,6438,6157,6452,6503,778,746,717,720,0
1309,3357,6515,6167,6469,6477,778,745,717,720,0
1309,3254,6452,6158,6414,6544,777,745,717,720,0
1309,3152,6509,6146,6446,6515,777,746,717,720,0
1207,3152,6479,6144,6399,6589,778,745,717,720,0
1207,3049,6512,6146,6365,6595,778,745,717,720,0
1309,3049,6515,6152,6374,6552,778,746,716,720,0
1412,3049,6467,6185,6329,6568,778,746,717,720,0
1514,3049,6516,6182,6373,6511,778,745,717,720,0
1514,3152,6490,6222,6320,6534,778,746,717,720,0
1412,3152,6543,6235,6330,6484,778,746,717,720,0
1412,3254,6513,6237,6302,6516,778,745,717,720,0
1412,3357,6489,6274,6245,6511,778,746,717,720,0
1514,3357,6455,6306,6190,6539,779,746,717,721,0
1514,3254,6514,6247,6268,6525,778,746,717,720,0
1616,3254,6494,6217,6304,6461,778,746,717,720,0
1616,3357,6564,6212,6363,6412,778,746,717,720,0
1719,3357,6497,6265,6264,6484,778,745,717,720,0
1719,3254,6465,6326,6223,6461,778,745,717,720,0
1719,3152,6409,6402,6155,6420,778,745,717,720,0
1616,3152,6448,6379,6178,6358,778,745,717,720,0
1616,3049,6418,6383,6139,6376,778,745,717,720,0
1719,3049,6455,6375,6144,6356,778,745,717,721,0
1719,2947,6402,6389,6093,6396,778,746,717,720,0
1719,2845,6486,6320,6213,6373,778,745,717,720,0
1616,2845,6410,6358,6192,6412,778,746,717,720,0
1616,2947,6449,6317,6227,6428,778,746,717,720,0
1514,2947,6469,6325,6231,6423,778,745,717,720,0
1412,2947,6462,6320,6255,6425,778,746,717,720,0
1412,2845,6552,6252,6363,6349,778,746,717,720,0
1514,2845,6469,6260,6298,6438,778,746,717,720,0
1514,2742,6528,6223,6317,6449,778,746,717,720,0
1412,2742,6555,6197,6342,6437,778,746,717,720,0
1412,2640,6489,6195,6284,6521,778,746,717,720,0
1514,2640,6473,6224,6231,6580,778,745,717,720,0
1616,2640,6500,6267,6193,6529,778,746,717,720,0
1616,2742,6548,6279,6215,6476,777,746,717,720,0
1719,2742,6557,6260,6223,6476,778,745,717,720,0
1719,2640,6521,6315,6134,6503,778,745,717,721,0
1719,2538,6543,6301,6168,6486,778,745,717,720,0
1616,2538,6523,6277,6159,6506,778,745,717,720,0
1616,2435,6510,6288,6162,6488,778,745,717,720,0
1719,2435,6562,6250,6244,6457,778,745,717,720,0
1719,2333,6501,6280,6155,6506,778,745,717,721,0
1719,2231,6529,6275,6253,6403,778,746,717,720,0
1616,2231,6406,6407,6165,6437,778,746,717,720,0
1616,2333,6489,6327,6253,6422,778,746,717,720,0
1514,2333,6437,6364,6202,6449,777,746,717,720,0
1514,2231,6451,6341,6225,6459,778,746,717,720,0
1412,2231,6448,6315,6257,6440,778,746,717,720,0
1412,2333,6422,6339,6224,6436,777,745,717,720,0
1412,2435,6462,6269,6295,6439,778,746,717,720,0
1514,2435,6456,6284,6314,6404,778,746,717,720,0
1514,2538,6441,6294,6289,6442,778,745,716,720,0
1412,2538,6398,6286,6281,6438,778,746,717,720,0
1309,2538,6488,6285,6326,6393,778,746,717,720,0
1309,2435,6459,6293,6280,6451,778,745,717,720,0
1207,2435,6492,6259,6295,6464,778,746,717,720,0
1207,2538,6468,6224,6331,6493,778,746,718,721,0
1105,2538,6513,6210,6322,6507,779,746,717,720,0
1002,2538,6482,6170,6365,6565,778,745,717,720,0
1002,2435,6507,6120,6429,6573,778,746,717,720,0
1105,2435,6493,6098,6477,6561,778,746,717,720,0
1105,2333,6502,6104,6473,6562,778,745,717,720,0
1002,2333,6477,6133,6445,6572,778,746,717,720,0
1002,2231,6481,6128,6450,6561,777,745,717,720,0
1105,2231,6489,6109,6432,6577,777,745,717,720,0
1207,2231,6508,6080,6451,6581,777,745,717,720,0
1207,2333,6493,6211,6330,6552,778,745,717,720,0
1309,2333,6524,6158,6328,6575,777,746,717,721,0
1309,2231,6514,6184,6322,6551,778,745,717,720,0
1309,2128,6519,6187,6306,6519,778,746,717,720,0
1309,2026,6511,6231,6295,6488,778,746,717,720,0
1207,2026,6536,6209,6367,6459,778,745,717,720,0
1207,2128,6539,6185,6386,6465,778,746,717,720,0
1105,2128,6476,6197,6384,6517,778,745,717,720,0
1002,2128,6443,6192,6425,6481,777,745,717,720,0
1002,2026,6444,6107,6463,6528,777,746,717,720,0
1105,2026,6461,6112,6510,6495,777,746,717,720,0
1105,1924,6452,6118,6494,6517,778,746,717,720,0
1002,1924,6434,6163,6480,6459,777,746,717,720,0
1002,1821,6463,6105,6473,6492,777,746,717,720,0
1105,1821,6420,6208,6414,6448,778,745,717,720,0
1207,1821,6490,6200,6391,6495,778,745,717,720,0
1207,1924,6485,6240,6345,6467,779,746,717,720,0
1309,1924,6536,6193,6364,6457,778,746,717,720,0
1309,1821,6570,6187,6363,6453,779,746,717,720,0
1412,1821,6497,6194,6313,6536,778,746,717,720,0
1514,1821,6526,6234,6254,6561,778,746,717,720,0
1514,1924,6510,6241,6239,6561,778,746,717,720,0
1412,1924,6519,6265,6237,6537,778,745,717,720,0
1412,2026,6542,6268,6254,6507,778,746,717,720,0
1412,2128,6552,6280,6248,6490,778,745,717,720,0
1514,2128,6479,6293,6238,6514,778,745,717,720,0
1514,2026,6501,6258,6272,6493,778,746,717,720,0
